"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","first_round","quarter","semi","small_final","big_final","fall_first_round","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_first_round","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
1272,24,"tagir","izmailov","RUS",6.53,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1995-01-01",2199,23
1273,25,"lev","rudatskiy","RUS",6.55,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1274,26,"vladislav","terleev","RUS",6.62,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1275,27,"marcin","dzienski","POL",6.67,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1993-01-22",2199,25
1276,28,"porya","karim pour","IRI",6.68,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2001-01-01",2199,17
1277,29,"gian luca","zodda","ITA",6.71,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-01-01",2199,19
1278,30,"almaz","nagaev","RUS",6.82,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2001-01-01",2199,17
1279,31,"eduard","daukaev","RUS",6.83,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2001-01-01",2199,17
1280,32,"michael","finn-henry","USA",6.84,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1281,33,"mohammad reza","ehtesham nia","IRI",6.88,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1991-01-01",2199,27
1282,34,"demyan","zaytsev","RUS",6.96,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-01-01",2199,19
1283,35,"zhiyong","ou","CHN",7.01,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1284,36,"fengqi","wang","CHN",7.07,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-01-01",2199,20
1285,37,"nikolai","iarilovets","RUS",7.14,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-01-01",2199,19
1286,38,"sergei","rukin","RUS",7.4,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1287,39,"georgy","artamonov","RUS",7.43,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1996-01-01",2199,22
1288,40,"artyom","devyaterikov","KAZ",7.62,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1987-01-01",2199,31
1289,41,"yufei","pan","CHN",7.63,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-07-19",2199,18
1290,42,"mikel asier","linacisoro molina","ESP",7.87,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1291,43,"yoshiyuki","ogata","JPN",7.9,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-02-04",2199,20
1292,44,"petr","burian","CZE",7.96,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1991-01-01",2199,27
1293,45,"alexey","panfilov","KAZ",7.98,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1997-01-01",2199,21
1294,46,"josh","levin","USA",8.17,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1295,47,"szymon","pecikiewicz","POL",8.2,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-01-01",2199,20
1296,48,"sean","mccoll","CAN",8.39,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1987-09-03",2199,30
1297,49,"kokoro","fujii","JPN",8.5,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1992-11-30",2199,25
1298,50,"jakob","schubert","AUT",8.55,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1990-12-31",2199,27
1299,51,"filip","schenk","ITA",8.66,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1300,52,"mikhail","babichev","RUS",8.76,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2002-01-01",2199,16
1301,53,"borna","cujic","CRO",8.8,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1997-01-01",2199,21
1302,54,"matej","burian","CZE",8.85,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1303,54,"tomoa","narasaki","JPN",8.85,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1996-06-22",2199,21
1304,56,"taisei","ishimatsu","JPN",8.86,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1996-01-01",2199,22
1305,57,"keita","dohi","JPN",9.11,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2000-01-01",2199,18
1306,58,"javier","cano blazquez","ESP",9.25,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1990-01-01",2199,28
1307,59,"haibin","qu","CHN",9.28,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1992-01-01",2199,26
1308,60,"moritz","hans","GER",9.32,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1309,61,"dichong","huang","CHN",9.36,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2001-01-01",2199,17
1310,62,"arsenii","bogomolov","RUS",9.47,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1995-01-01",2199,23
1311,63,"simon","lorenzi","BEL",9.49,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1997-01-01",2199,21
1312,64,"yannick","flohé","GER",9.58,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-08-14",2199,18
1313,65,"jonatan","flor vazquez","ESP",9.69,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1996-01-01",2199,22
1314,66,"david","firnenburg","GER",9.73,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018",NA,2199,21.6764705882353
1315,67,"yuval","shemla","ISR",10.34,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-01-01",2199,20
1316,68,"vladislav","shevchenko","RUS",10.76,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-01-01",2199,19
1317,69,"nicolas","collin","BEL",10.98,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-01-01",2199,20
1318,70,"nimrod","marcus","ISR",13.06,NA,FALSE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-01-01",2199,19
1319,71,"bohdan","botnar","UKR",NA,NA,TRUE,FALSE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","2001-01-01",2199,17
1320,71,"kai","harada","JPN",NA,NA,FALSE,TRUE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1999-03-10",2199,19
1321,71,"dmitry","karavaev","BLR",NA,NA,FALSE,TRUE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1993-01-01",2199,25
1322,71,"alimzhan","myrzabekov","KAZ",NA,NA,FALSE,TRUE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1998-01-01",2199,20
1323,71,"aleksandr","shilov","RUS",NA,NA,FALSE,TRUE,FALSE,FALSE,"M",1048,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-04-21","2018-04-22","IFSC Climbing Worldcup (B,S) - Moscow (RUS) 2018","1994-01-01",2199,24
1324,1,"dmitrii","timofeev","RUS",6.05,5.76,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1993-01-01",2213,25
1325,2,"aspar","aspar","INA",5.97,6.83,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1988-01-24",2213,30
1326,3,"danyil","boldyrev","UKR",6.06,5.73,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1992-05-15",2213,25
1327,4,"jinxin","li","CHN",6.19,5.88,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","2001-01-01",2213,17
1328,5,"bassa","mawem","FRA",5.9,5.8,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1984-11-09",2213,33
1329,6,"aleksandr","shikov","RUS",5.91,6.08,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1997-01-01",2213,21
1330,7,"reza","alipour shenazandifard","IRI",5.71,7.14,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-04-29",2213,24
1331,8,"stanislav","kokorin","RUS",6,7.59,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1990-01-22",2213,28
1332,9,"hinayah","muhammad","INA",6.31,6.09,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1995-01-01",2213,23
1333,10,"ludovico","fossali","ITA",6.38,6.19,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1997-05-21",2213,20
1334,10,"aleksandr","shilov","RUS",6.38,6.19,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-01-01",2213,24
1335,12,"penghui","lin","CHN",6.38,6.2,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-01-01",2213,24
1336,13,"sabri","sabri","INA",6.2,6.22,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1995-01-01",2213,23
1337,14,"arsenii","bogomolov","RUS",6.34,6.25,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1995-01-01",2213,23
1338,15,"pangeran","septo wibowo siburian","INA",6.35,6.93,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-01-01",2213,24
1339,16,"vladislav","deulin","RUS",6.08,9.83,FALSE,FALSE,FALSE,FALSE,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-05-05",2213,24
1340,17,"marcin","dzienski","POL",6.39,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1993-01-22",2213,25
1341,17,"zhiyong","ou","CHN",6.39,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018",NA,2213,23.2363636363636
1342,17,"kostiantyn","pavlenko","UKR",6.39,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1998-01-01",2213,20
1343,20,"guillaume","moro","FRA",6.42,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1995-01-01",2213,23
1344,21,"yulianto","abudzar","INA",6.45,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1985-01-01",2213,33
1345,22,"leonardo","gontero","ITA",6.5,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1993-12-11",2213,24
1346,23,"rongqi","liang","CHN",6.54,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1994-01-01",2213,24
1347,24,"guangfeng","li","CHN",6.55,NA,FALSE,FALSE,NA,NA,"M",1049,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-05-05","2018-05-06","IFSC Climbing Worldcup (B,S) - Chongqing (CHN) 2018","1997-01-01",2213,21
