"X","rank","fname","lname","country","best_qual","final","fall_qual","false_start_qual","fall_final","false_start_final","sex","event_id","lane_a","lane_b","fall_lane_a","false_start_lane_a","fall_lane_b","false_start_lane_b","quarter","semi","small_final","big_final","fall_quarter","fall_semi","fall_small_final","fall_big_final","false_start_quarter","false_start_semi","false_start_small_final","false_start_big_final","first_round","fall_first_round","false_start_first_round","tomoa_skip","year","start_date","end_date","event","dob","time_progression","age"
1133,18,"alexandra","elmer","AUT",9.22,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1996-01-01",2275,22
1134,19,"silvia","porta","ITA",9.46,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1999-01-01",2275,19
1135,20,"capucine","viglione","FRA",9.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2002-12-09",2275,15
1136,21,"andrea","rojas","ECU",9.81,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1995-01-01",2275,23
1137,22,"elena","krasovskaia","RUS",9.82,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2000-01-01",2275,18
1138,23,"miho","nonaka","JPN",9.84,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-05-21",2275,21
1139,24,"petra","klingler","SUI",9.94,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1992-02-14",2275,26
1140,25,"nina","lach","AUT",10.18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1995-01-01",2275,23
1141,26,"hung ying","lee","TPE",10.42,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1985-08-14",2275,32
1142,27,"martina","zanetti","ITA",10.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-01-01",2275,21
1143,28,"alma","bestvater","GER",10.64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1996-01-01",2275,22
1144,29,"tetiana","kolkotina","UKR",10.85,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1992-01-01",2275,26
1145,30,"hana","krizova","CZE",10.99,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2001-01-01",2275,17
1146,31,"stasa","gejo","SRB",11.02,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-11-25",2275,20
1147,32,"jara","späte","SUI",11.11,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-01-01",2275,21
1148,33,"iuliia","panteleeva","RUS",11.16,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1998-01-01",2275,20
1149,34,"futaba","ito","JPN",11.18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2002-04-25",2275,16
1150,35,"chloe","caulier","BEL",11.36,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1996-01-01",2275,22
1151,36,"janja","garnbret","SLO",11.43,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1999-03-12",2275,19
1152,37,"lamu","renqing","CHN",11.47,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1990-01-01",2275,28
1153,38,"francesca","vasi","ITA",11.64,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2001-01-01",2275,17
1154,39,"akiyo","noguchi","JPN",12.15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1989-05-30",2275,29
1155,40,"maggie","hammer","USA",12.44,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2002-01-01",2275,16
1156,41,"giorgia","tesio","ITA",12.45,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2000-01-01",2275,18
1157,42,"andrea","kümin","SUI",12.59,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-01-01",2275,21
1158,43,"sofya","yokoyama","SUI",12.67,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1998-01-01",2275,20
1159,44,"jain","kim","KOR",12.95,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1988-09-11",2275,29
1160,45,"urska","repusic","SLO",13.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2000-01-01",2275,18
1161,46,"ekaterina","kipriianova","RUS",13.74,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1989-01-01",2275,29
1162,47,"mei","kotake","JPN",14.52,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-05-18",2275,21
1163,48,"anne-sophie","koller","SUI",14.71,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1996-01-01",2275,22
1164,49,"mia","krampl","SLO",14.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","2000-07-21",2275,17
1165,50,"tiffany","melius","AUS",15.06,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1983-01-01",2275,35
1166,51,"heloïse","doumont","BEL",16.15,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1998-01-01",2275,20
1167,52,"rebecca","frangos","CAN",16.6,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1997-10-18",2275,20
1168,53,"celine","cuypers","BEL",NA,NA,FALSE,TRUE,FALSE,FALSE,FALSE,1053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-06","2018-07-07","IFSC Climbing Worldcup (L,S) - Villars (SUI) 2018","1998-01-01",2275,20
1169,1,"aleksandra","miroslaw","POL",7.6,7.47,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1994-02-02",2280,24
1170,2,"anna","tsyganova","RUS",8.2,7.75,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1993-01-01",2280,25
1171,3,"mariia","krasavina","RUS",8.06,8.18,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1990-01-01",2280,28
1172,4,"aurelia","sarisson","FRA",8.19,11.27,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1997-12-21",2280,20
1173,5,"aleksandra","kalucka","POL",8.26,8.44,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2001-12-25",2280,16
1174,6,"elena","remizova","RUS",8.47,8.7,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2000-01-01",2280,18
1175,7,"anna","brozek","POL",8.56,8.95,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1995-03-27",2280,23
1176,8,"mingwei","ni","CHN",8.58,9.8,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2001-01-01",2280,17
1177,9,"yiling","song","CHN",8.31,8.18,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2001-01-28",2280,17
1178,10,"elizaveta","ivanova","RUS",8.61,8.18,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1999-01-01",2280,19
1179,11,"anouck","jaubert","FRA",7.79,8.31,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1994-01-27",2280,24
1180,12,"patrycja","chudziak","POL",8.16,8.39,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1997-01-01",2280,21
1181,13,"iuliia","kaplina","RUS",8.03,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1993-05-11",2280,25
1182,14,"victoire","andrier","FRA",8.28,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1996-02-16",2280,22
1183,15,"cuilian","he","CHN",8.3,NA,FALSE,FALSE,FALSE,TRUE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018",NA,2280,21.5
1184,16,"elena","timofeeva","RUS",8.48,NA,FALSE,FALSE,TRUE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1996-01-01",2280,22
1185,17,"andrea","rojas","ECU",8.62,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1995-01-01",2280,23
1186,18,"elma","fleuret","FRA",8.68,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1999-01-01",2280,19
1187,19,"elisabetta","dalla brida","ITA",8.69,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2000-01-01",2280,18
1188,20,"natalia","kalucka","POL",8.77,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2001-12-25",2280,16
1189,21,"daria","kan","RUS",8.82,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1998-01-01",2280,20
1190,22,"alexandra","elmer","AUT",9,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1996-01-01",2280,22
1191,23,"capucine","viglione","FRA",9.02,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2002-12-09",2280,15
1192,24,"elena","krasovskaia","RUS",9.18,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2000-01-01",2280,18
1193,25,"francesca","vasi","ITA",9.27,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2001-01-01",2280,17
1194,26,"miho","nonaka","JPN",9.28,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1997-05-21",2280,21
1195,27,"claire","buhrfeind","USA",9.33,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1998-01-01",2280,20
1196,28,"nina","lach","AUT",9.4,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1995-01-01",2280,23
1197,29,"assel","marlenova","KAZ",9.49,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1997-01-15",2280,21
1198,30,"silvia","porta","ITA",9.5,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1999-01-01",2280,19
1199,31,"tetiana","kolkotina","UKR",9.58,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1992-01-01",2280,26
1200,32,"petra","klingler","SUI",9.8,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1992-02-14",2280,26
1201,33,"luiza","emeleva","RUS",9.86,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2000-01-01",2280,18
1202,34,"iuliia","panteleeva","RUS",9.96,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1998-01-01",2280,20
1203,35,"stasa","gejo","SRB",10.32,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1997-11-25",2280,20
1204,36,"futaba","ito","JPN",10.36,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","2002-04-25",2280,16
1205,37,"margaryta","zakharova","UKR",10.38,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1995-01-01",2280,23
1206,38,"margarita","agambayeva","KAZ",10.39,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1999-10-24",2280,18
1207,39,"lamu","renqing","CHN",10.53,NA,FALSE,FALSE,FALSE,FALSE,FALSE,1054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018,"2018-07-11","2018-07-13","IFSC Climbing Worldcup (L,S) - Chamonix (FRA) 2018","1990-01-01",2280,28
